"LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MSSubClass.20","MSSubClass.50","MSSubClass.60","MSSubClass.120","MSZoning.RL","MSZoning.RM","Alley.None","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","LandSlope.Gtl","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual.4","OverallQual.5","OverallQual.6","OverallQual.7","OverallQual.8","OverallCond.5","OverallCond.6","OverallCond.7","YearBuilt","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinType2.Unf","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","Functional.Typ","FireplaceQu.Gd","FireplaceQu.TA","FireplaceQu.None","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.None","GarageYrBlt","GarageFinish.Fin","GarageFinish.RFn","GarageFinish.Unf","GarageFinish.None","GarageQual.TA","GarageQual.None","GarageCond.TA","GarageCond.None","PavedDrive.N","PavedDrive.Y","Fence.MnPrv","Fence.None","MoSold","YrSold","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial","SalePrice"
59,8198,146,720,0,638,1358,1358,0,1358,1,0,2,0,2,6,1,2,484,192,30,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2004,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,2004,0,1,0,0,1,0,1,0,0,1,0,1,7,2008,0,1,0,1,0,12.2404740722475
59,9042,0,828,0,115,943,943,695,1638,1,0,2,1,3,7,2,2,472,100,38,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1998,1998,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1998,1,0,0,0,1,0,1,0,0,1,0,1,7,2008,0,1,0,1,0,12.1652506510099
80,17401.15,0,1249,147,103,1499,1619,167,1786,1,0,2,0,3,7,2,2,529,335,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1965,1965,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1965,1,0,0,0,1,0,1,0,0,1,0,1,8,2008,0,1,0,1,0,12.3412589180852
86,14157,200,1249,0,673,1753,1831.25,0,1922,1,0,2,0,3,8,1,3,676,178,51,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2005,2006,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,2005,1,0,0,0,1,0,1,0,0,1,0,1,7,2007,0,1,0,1,0,12.6949593617774
70,9135,113,810,0,726,1536,1536,0,1536,1,0,2,0,3,7,0,2,532,192,74,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2002,2003,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2002,0,1,0,0,1,0,1,0,0,1,0,1,11,2008,0,1,0,1,0,12.273731294004
91,14145,0,213,0,995,1208,1621,0,1621,1,0,2,0,3,8,0,2,440,108,45,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1984,1998,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1984,0,1,0,0,1,0,1,0,0,1,0,1,5,2006,0,1,0,1,0,12.2184951655287
66,12400,176,585,0,630,1215,1215,0,1215,0,0,1,0,3,6,0,1,297,0,0,0,160,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1958,1998,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1958,0,0,1,0,1,0,1,0,0,1,0,1,6,2009,0,1,0,1,0,11.9511803959014
85,14191,0,0,0,967,967,993,915,1908,0,0,2,1,4,9,0,2,431,135,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2002,2002,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2002,1,0,0,0,1,0,1,0,0,1,0,1,4,2010,0,1,0,1,0,12.2204685258139
60,8400,0,0,0,721,721,841,0,848,0,0,1,0,2,4,0,1,294,250,0,24,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1950,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1950,0,0,1,0,1,0,1,0,1,0,0,1,9,2009,0,1,0,1,0,11.3850920934603
76,8544,340,0,0,0,519.3,1040,0,1040,0,0,2,0,2,6,0,2,400,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1949,1950,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1949,0,0,1,0,1,0,1,0,0,1,0,1,5,2006,0,1,0,1,0,11.3850920934603
63,8849,456,28,0,1468,1684,1684,0,1684,0,0,2,0,2,6,1,2,564,335,72,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2005,2005,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,2005,0,1,0,0,1,0,1,0,0,1,0,1,7,2008,0,1,0,1,0,12.4912515877638
36,3311.7,0,129,232,175,536,672.95,576,1112,0,0,1,1,3,4,0,1,336,182,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1976,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1976,0,0,1,0,1,0,1,0,0,1,0,1,4,2010,0,1,0,1,0,11.3850920934603
65,6435,0,0,0,972,972,972,605,1577,0,0,1,0,3,6,1,1,312,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1939,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1939,0,0,1,0,1,0,1,0,0,1,0,1,10,2006,0,1,0,1,0,11.8508252535826
76,12772,0,498,0,460,958,958,0,958,0,0,1,0,2,5,0,1,301,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1960,1998,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1960,0,1,0,0,1,0,1,0,0,1,0,1,4,2007,0,1,0,1,0,11.9283409039316
76,17401.15,30,1270,0,208,1478,1478,0,1478,1,0,2,0,3,6,2,2,498,0,40,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1960,1960,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1960,0,0,1,0,1,0,1,0,0,1,0,1,11,2009,0,1,0,1,0,11.9671807372478
36,3311.7,106,573,0,191,764,764,862,1626,1,0,2,1,2,6,0,2,474,0,27,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2003,2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,2003,0,1,0,0,1,0,1,0,0,1,0,1,10,2008,0,1,0,1,0,11.9447078813958
56,17401.15,456,1274,0,438,1753,1831.25,880,2466.1,1,0,2,1,4,10,2,3,706,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2005,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,2006,1,0,0,0,1,0,1,0,0,1,0,1,4,2006,1,0,0,0,1,12.6949593617774
68,7820,362,0,0,1468,1753,1831.25,0,1869,0,0,2,0,2,6,1,2,617,210,54,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2007,2007,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,2007,0,1,0,0,1,0,1,0,0,1,0,1,11,2007,1,0,0,0,1,12.6699984672658
83,5271,0,1082,0,371,1453,1453,0,1453,1,0,1,1,2,6,1,2,445,0,80,0,160,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1986,1986,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1986,0,1,0,0,1,0,1,0,0,1,0,1,11,2006,0,1,1,0,0,12.1547793511426
60,9084,0,236,380,0,616,672.95,495,1111,0,1,1,0,3,5,0,1,200,48,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1941,1950,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1941,0,0,1,0,1,0,0,0,0,1,0,1,3,2008,0,0,0,1,0,11.4616321705827
60,8520,0,0,0,624,624,720,0,848,0,0,1,0,2,5,0,2,484,106,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1928,2003,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,2005,0,0,1,0,1,0,1,0,0,1,0,1,5,2010,0,1,0,1,0,11.5702505315895
60,8400,0,388,0,552,940,1192,403,1595,0,0,1,0,2,6,2,1,240,0,0,108,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1940,2000,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1940,0,0,1,0,1,0,1,0,0,1,0,1,6,2006,0,1,0,1,0,11.8493977015914
104,11249,0,334,396.2,322,1200,1200,0,1200,1,0,2,0,3,6,0,2,521,0,26,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1995,1995,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1995,0,1,0,0,1,0,1,0,0,1,0,1,8,2007,0,1,0,1,0,12.0867258878976
79,9248,106,560,0,598,1158,1167,0,1167,1,0,2,0,3,6,0,2,400,120,26,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1992,1992,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1992,0,1,0,0,1,0,1,0,0,1,0,1,7,2009,0,1,0,1,0,12.0610468734799
44,4224,0,874,0,268,1142,1142,0,1142,1,0,1,1,3,6,1,2,528,335,90,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1976,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1976,1,0,0,0,1,0,1,0,0,1,1,0,8,2007,0,1,0,1,0,11.805595078933
92,6930,120,300,294,468,1062,1352,0,1352,0,1,1,0,3,6,0,1,288,168,0,180.15,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1958,1958,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1958,0,0,1,0,1,0,1,0,0,1,0,1,7,2006,0,1,1,0,0,11.7752897294377
78,12011,456,956,0,130,1086,1086,838,1924,1,0,2,1,3,7,1,2,592,208,75,0,160,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1998,1998,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1998,0,1,0,0,1,0,1,0,0,1,0,1,6,2006,0,1,0,1,0,12.5425448821514
70,7540,0,773,0,115,888,912,0,912,1,0,1,0,2,5,1,2,470,0,0,0,160,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1978,1978,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1978,0,1,0,0,1,0,1,0,0,1,1,0,6,2007,0,1,0,1,0,11.9576112862317
57,9144,0,399,0,484,883,988,517,1505,1,0,1,0,3,8,0,1,240,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1940,1982,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1940,0,0,1,0,1,0,1,0,1,0,0,1,7,2008,0,1,0,1,0,11.8844890214027
64,7301,456,0,0,0,519.3,672.95,1141.05,1922,0,0,2,0,4,7,1,2,672,0,0,177,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2003,2003,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,2003,0,1,0,0,1,0,1,0,0,1,0,1,7,2009,0,0,0,1,0,12.1985443791094
35,3311.7,456,162,0,321,519.3,672.95,504,987,0,0,1,1,2,5,0,1,264,250,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1972,2007,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1972,0,0,1,0,1,0,1,0,0,1,0,1,5,2009,0,1,0,1,0,11.6784399034478
81,17401.15,120,712,0,84,796,790,784,1574,1,0,2,1,3,6,1,2,566,306,111,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1976,1976,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1976,1,0,0,0,1,0,1,0,0,1,0,1,7,2006,0,1,0,1,0,12.1547793511426
59,10690,0,456,0,216,672,672.95,672,1344,0,0,1,0,3,6,0,1,468,0,128,180.15,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1920,1997,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1964,0,0,1,0,1,0,0,0,0,1,0,1,7,2009,0,1,0,1,0,11.8981878657609
76,9500,247,609,0,785,1394,1394,0,1394,1,0,1,1,3,6,2,2,514,0,76,0,160,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1963,1963,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1963,0,1,0,0,1,0,1,0,0,1,0,1,7,2009,0,1,0,1,0,11.9766594812024
101,9150,305,371,0,728,1099,1431,0,1431,0,1,1,0,3,6,1,1,296,64,110,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1962,1962,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1962,0,1,0,0,1,0,1,0,0,1,0,1,11,2008,0,1,0,1,0,12.0137007528827
78,7800,200,540,0,728,1268,1268,0,1268,0,0,1,0,2,7,1,1,244,0,98,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1954,1954,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1954,1,0,0,0,1,0,1,0,0,1,0,1,3,2010,0,1,0,1,0,11.7905572015685
76,9830,0,72,258,733,1063,1287,0,1287,1,0,1,0,3,7,1,2,576,335,17,0,160,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1959,2006,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1997,1,0,0,0,1,0,1,0,0,1,0,1,3,2010,0,1,0,1,0,11.9953516142145
79,8121,0,0,0,953,953,953,711,1664,0,0,2,1,3,7,1,2,460,100,40,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2000,2000,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,2000,0,1,0,0,1,0,1,0,0,1,0,1,2,2006,0,1,0,1,0,12.0575726372117
80,17120,0,0,0,0,519.3,1120,468,1588,0,0,2,0,4,7,1,2,680,0,59,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1959,1959,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1991,1,0,0,0,1,0,1,0,1,0,0,1,7,2008,0,1,0,1,0,11.8088137739691
50,7175,0,623,121,0,744,752,0,848,1,0,1,0,2,4,0,1,264,335,0,0,90,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1984,1984,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1984,0,0,1,0,1,0,1,0,0,1,1,0,2,2010,0,1,0,1,0,11.7360690162844
79,10634,0,428,180,0,608,1319,0,1319,1,0,1,0,3,5,0,1,270,66,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1953,1953,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1953,0,0,1,0,1,0,1,0,0,1,0,0,11,2009,0,1,0,1,0,11.7199396343546
65,8200,0,0,0,847,847,847,1081,1928,0,0,2,1,4,8,1,2,434,100,48,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,2003,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,2003,1,0,0,0,1,0,1,0,0,1,0,1,7,2007,0,1,0,1,0,12.2991075114974
68,10020,0,350,0,333,683,904,0,904,1,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1922,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,3,2009,0,1,0,1,0,11.3850920934603
